user_id	item_sequence
21228	4619 1877 3129 3130 3393
21229	7645 7556 7650 7651 11085
21230	509 3438 4208 4386 6362
21231	1295 4306 1646 1698 5169
21232	4401 9119 11050 10608 3907 8823 10617
21233	5132 8255 8720 2118 149 728 9191
21234	10881 7129 9034 10110 11643 5097 7531 10051 10578 4069 7148 9908 11390
21235	5522 314 2647 2683 3718 9693 9857 10611 47 1837 2318 10425 4606 1233 1913 9769 129 9777 146 2748 3725 3961 5521 11306 11378
21236	7686 7438 7665 906 7012
21237	2170 439 5052 5551 4762
21238	8129 4126 2921 4010 2823 163 5171 11236
21239	10452 2652 7214 9040 9368 7129 11019 5885 8192 10110 10143 11248 11158 8250 10331 11016 2097 10198
21240	4397 2011 2780 8740 2986 3346 2647
21241	8149 9251 9349 9444 11140 2359 8740 8835 2009 2012 5929 6957 8082 8081 9560 9766 7531 10801 4505 10761 3907 9831 7355 7305
21242	5218 6917 2480 2680 2931 7369 1749 2235 2237 6816 7355 42 43 261 4402 4916 2744 1814 3296 7586 8144 8882 8 5138 629 10951 5191
21243	4338 5048 5579 5272 7850 5155 4100 7605 5580 620 4415 6049 2054 3364
21244	1754 1525 2600 4258 887
21245	9799 608 1242 6137 7120
21246	4857 7531 8124 2986 10083 8632 10736 9821 4116 10616 5569 10099 9849 10656 9368 10195 11420 5253 4839 11248
21247	2375 2426 2867 10723 11289 8809
21248	1582 1885 2521 1486 5315
21249	11667 9611 9262 11645 9961
21250	6298 8653 2269 939 4325 773 11303
21251	9551 5993 134 1453 2206 4357
21252	4605 1842 2720 3227 7827 5977 6381 6726 7851 9946 6985 917 3960 4863 5593 6975 7508 8361 10912
21253	4770 9397 8685 5252 916 8235 10373 8031 11383 11876 11899 11911
21254	4054 188 5824 5988 9749 4426 1671
21255	1043 1066 1089 3806 8265
21256	8871 10952 10793 2208 10997
21257	240 1844 8664 7716 6873 6590
21258	7840 9724 8726 10372 10598
21259	434 5622 6088 9028 9122 9962
21260	325 4428 6697 7461 1766 8305
21261	1859 4598 4665 2214 3619
21262	7810 9251 9349 2111 10004 8807 10565 10300 10569 5092 11352 11505 11705 11383 11590 11777 11765 11762 11747 11584 11678 11907 11577 11787
21263	8945 7587 9703 9442 10824
21264	4589 7820 9155 1244 2800 3333
21265	2099 3558 1062 208 3316 191 5744 7533 7847 8584 8586 10578
21266	3299 6107 6791 8360 10567 2470
21267	6992 6817 1823 9559 79
21268	5050 5143 9930 8288 9743
21269	8935 11268 3940 4019 11468 11469 10741
21270	5114 8589 7121 10552 8760 4711 5191 7732 9798 7848 9637 7754
21271	7839 8214 10280 9250 8675 10567 10527 10864 10569 10572 10570 717 10788 10789 10752 10372 10212 11777 11786 11528 11585 11588 11577 11584 11898 11586 11672 11675 11676 11592 11674 12006 7217 7466 11712
21272	3973 11157 1439 4370 5409 6683
21273	7531 8123 9856 10162 10161
21274	8266 10293 10545 12 1369 2108 2352 4078 4743 5050 6432 6966 7811 10684 10703 10820 10939
21275	4430 1994 6874 7504 8222
21276	1004 2571 134 9880 6136
21277	55 8078 1160 10939 6571
21278	2184 6257 6689 8448 10560
21279	129 356 1232 3070 7929 8671 9080 10239 11654 2604 11661
21280	2811 6239 6246 7218 8507 11071
21281	1538 6915 7848 8490 8642 9508
21282	9011 1901 5610 8043 9010
21283	5473 5097 5364 5575 3402 8001 8236
21284	2243 4348 811 7010 4921 2125 2822 1725 2813 4253 8509 10108
21285	4333 8776 441 9182 9912 9935
21286	3549 10079 4946 1228 7466 2956
21287	10826 3835 9054 2647 11047 7134 1853 7423 264 4498 6401 6874 9798 1253 9773 2997 1475 9521 9935 9529 9956 10945 11634 11712 1281 11860
21288	3634 4184 7368 886 2543 2550 1488 9560 1653 3389 8200
21289	3028 1727 4152 740 5510 5252 9960 2111 10758
21290	2948 1903 7198 2745 8837
21291	246 1733 2331 2563 10102 111
21292	1853 5293 10570 10700 10701
21293	2629 5868 5266 330 11978
21294	3347 2615 10300 10302 10299 10773 10705 10762 11049 11052 10372 8976 11903 11707
21295	1206 3464 489 2426 4982 5390 6392 6591 8661 8663 9465 8139 9675
21296	6448 6485 6488 8859 7609 3212 4386
21297	267 1529 4902 6810 7370 7555 3311
21298	159 2330 2337 8856 9363 2008 2672 5935 6091 6905 6941 7149 7202
21299	9587 9457 9884 10290 916 4566 10565 10505 10695 3703 10479 10199 10561 10570 10700 10669 1134 10701 8675 10983 10752 10163 10691 10751 3855 10373 11373 11663 11765 11761 11764 11713 11767 11896 11773 11774 11759 11762 11766 11771 11772 11911 11784 11763 11829 11898 11902 11711 11709 12004
21300	4809 10972 401 920 1517 4115 6293 7789
21301	6936 5787 6315 5950 10223
21302	6867 649 9168 2605 1855 3767 2638
21303	813 1283 2650 2882 1602 2191 7830 7831 158 2475 2571 3473 7340 9082 9084 9115 748 1908 3745 4234 7589 2314 4229 6371 11663 4693 11716
21304	9483 10978 11693 6086 6170
21305	7220 10116 2318 6612 11333 5295 11685 11938 11873 11657 3855 7092 11561 12019 12053 11987 11790 11227 11661 11678 12049 11831 11616 12040 12078
21306	1182 2610 2882 4690 6712
21307	1066 7852 7949 7976 10132 10233 10630
21308	6217 8010 8152 1093 4598 5718
21309	4464 5270 5983 7121 9487 10278
21310	7652 267 515 630 2436 6230 6725 7531 7650 7651
21311	3576 2721 3419 3603 5550 9582 10318 260 3581 9966
21312	2380 2664 2711 2382 8004 9466 9085 5065 6234 11817 11799 11803
21313	1241 3420 542 2769 1565 584 3357 4802
21314	5400 6312 6313 6386 4304 6141
21315	3023 6996 7009 9049 2157 2346
21316	8558 9582 9903 8235 10566 10895 10387 11803 11930 11772 11235 11707 11766 11710 9946 10356
21317	8206 8744 10162 9856 10003 10099 11058
21318	3799 732 4571 4852 4871
21319	705 1253 3483 4525 5156 6401 7734 8136 8533 9713 2667
21320	11685 11908 12057 12065 12064 12058 12021 12078
21321	1879 10521 8589 7921 972
21322	10333 883 9070 2676 9407 134
21323	10247 11128 11357 812 11820
21324	7195 9120 5489 9099 9119
21325	7704 1908 5978 6406 8786
21326	2680 3794 4504 5024 2829
21327	4184 9164 1258 2647 6821 1204 7981 9931 10770 11366 112 1245 1934 4146 4915 5612 5838 7073 7089 8579 9430 9495 10953
21328	4255 5358 9122 4951 7445 4094
21329	4992 8589 10093 5181 7187 10406 330
21330	5808 6952 7820 11603 11660
21331	10480 12019 11685 11678 12049 12056 12053 11227 11868 11831 12058 12057 12065 11661 11657 12021 12064 12078 11987
21332	974 4611 5651 6041 9119
21333	3302 1868 783 5657 5658 9658
21334	1937 2636 1685 3590 8736
21335	1878 10232 2769 8173 6916
21336	7852 9991 7976 8777 9492
21337	1665 8100 1569 6275 9592 9593 5903 8557 1884 6506 1659 3518 9695 10435 6010
21338	2341 2663 4049 5986 7078 1622 6259 2111 3700 11518 11774 11925
21339	9582 3700 9587 10813 10372 10703 10373 11319 11204 11372 11774 11731 11362 11882 11564 11901 11946
21340	1595 3754 3667 2451 733 411 2235 670 763 4371 744 7323 265 4568 4809 983 3526
21341	680 2222 2935 5040 1635 10010
21342	5494 5512 176 3001 3249 3499 5193 5248 9050
21343	381 2769 11171 2829 11269
21344	2148 84 2346 4335 5521
21345	1794 2008 8132 10816 11438
21346	1227 1620 2615 5292 10789 1111 10731 3110 2856 10756
21347	7804 8085 2700 3471 1130 3366 6755 10608
21348	3877 4651 9582 9585 9594 9584 8726 9251 9349 9591 2616 2618 4566 8559 9249 10299 10565 10692 10702 10560 10561 10564 10568 10694 10696 10697 10699 10700 4438 10706 3713 10569 10812 2661 10537 10566 10570 10703 10373 10479 10709 10789 10814 10896 10163 10690 6640
21349	105 5251 2500 2877 3593 8248 1335 9479
21350	3940 11304 10392 11661 11938 11873 12024 11227 12057 12058 11474 12037
21351	273 721 7412 7074 8654 4539 7642
21352	7073 10163 10751 10983 7440 7466 11857
21353	3838 3852 3853 110 2243 5676 6191 10314
21354	3347 3248 3877 2067 4675 5825 6432 5535 7841 6434 8782 8726 8969 10600 11618 11623
21355	3951 1449 76 4271 1728 5506 5087 5388 976 8118
21356	10812 11805 11618 11829 11902
21357	1129 5798 5449 6715 11512 9398
21358	390 6052 10102 10004 5289
21359	3623 5685 1876 2897 1677 3130 5703 1739
21360	4550 6632 1092 9571 2303 5048 10291 10448
21361	1206 1306 7008 4459 11045
21362	8967 599 4953 5560 8348 8691 9832 10007 10018 10265 10327 10748 10940 11214 11554
21363	11242 7445 7162 7594 8839 11541 3718 6775 9066 10047
21364	10268 352 2935 3981 4036
21365	4775 113 6792 4835 2605 11839
21366	10600 5292 10752 10773 8386 11054 11215 6872 8976 11535 11881
21367	996 4690 7116 188 1768 5030
21368	8149 8381 8643 9025 8123
21369	481 751 7130 9771 1771 10776
21370	7674 9582 9585 9591 10318 3711 7681 3701 10810 10752 10387
21371	5236 5239 7820 6434 11797 9958
21372	8293 4758 8015 9071 81
21373	9281 8620 9034 10143 10110 2655 7214 9908 10578 11030 10131 4070 5253 7919 8823 11420 11692
21374	4597 2304 9266 2305 1444
21375	2077 7213 1545 2820 7012 7552 7638 389 736 4254 5361 9163 1489 5222 6535 2683 6896 9190 8456 3315 8085 234 2345 5426 11127 386 6689 7598 4798 8482 2870 4840 2756 2882 3095 7533 4213 6788 3525 7843 165 2705 3454 2018 7280 6401 9699 9662 10487 10604
21376	4907 6882 7114 7803 10996
21377	2085 2162 5431 7805 1040 7250 10506 997 1549 3389 7980
21378	1489 5191 7778 10012 11431
21379	228 525 8552 8553 6449 6457 6470 6471
21380	3348 8288 5408 7912 8833 9195 1242 1430 4207 213 2822 4950 11322 3745
21381	330 4647 7569 8034 4464 176 7650 8102 4509
21382	4139 9483 6372 8823 8968 848 10608 1796 5664
21383	7682 1682 6056 8968 4688 4002
21384	5248 5570 10589 515 11026
21385	1267 10161 6087 7738 591
21386	726 27 3722 4266 7129 9527 544 1306
21387	443 4000 389 1921 10615
21388	5039 1853 7649 7790 2277 8890
21389	39 1338 2732 4271 1759 460 4313 5381 2793 109 3890 895 2852 33 370 5612 6263 3846 10545 5274 10820 9099 4857 2275
21390	1927 4937 5106 6883 7660 6733 8242 9883 5237 609 11080 8733 11449 2599
21391	5191 7654 6486 8070 9359 8650 8736 9423 10421 10426 10432 11311 7612 8737
21392	6583 7976 9382 9916 10971
21393	1243 1785 3872 4043 4044 4046 4047 4048
21394	6824 9721 1349 2036 5179 5193 5522 5826 6503 6684 8642 8818 9045 9329 2398 4698 5527 7850 7856 11321
21395	7037 2165 2373 10473 6118
21396	10838 10872 470 8874 10289
21397	8631 9034 7531 8227 10575 11248 3209 11909
21398	7160 5811 10585 439 10398
21399	5577 7414 8593 10155 10525 10643
21400	11019 11420 7054 10642 11418
21401	426 1816 7150 2672 7406 1829
21402	4464 5073 5207 5288 5630 9386 9395 9927
21403	10151 10631 10195 10525 9368
21404	417 3696 3307 11502 11503 7344
21405	1136 6620 3221 9310 6726 6725 1901
21406	889 8060 10406 2471 4036 4184 6488 8736 9070 11138
21407	5193 7044 8801 9529 10915 11148 10725 998 11195
21408	717 1935 5206 8813 10087
21409	5099 5795 6293 7247 11063
21410	3248 4049 3951 4051 4675 4650 4652 5346 6296 6259 10168 9882 10389 10528 8560 8555 8559 8561 8675 10813 11351 11229 11281 11518 11852 11613
21411	5468 7422 7598 7731 7882 8713 2298 9190
21412	769 1951 2921 8597 10034
21413	7804 9560 260 7056 446
21414	9759 7431 9083 11503 11303 133 8361 11227
21415	2647 1323 2906 501 2516 1189
21416	2931 8782 8970 865 5123 1413 9594 9884 8653 10527 10697 10813 4483 10751 11463 10375 11229 11219 9526 11564 11829 10378 11566
21417	3835 4294 6664 1820 5162 4844
21418	254 761 1226 1934 10365
21419	9884 9949 2312 11319 11498 11054 11771 11772 11514 11708 11698 11852 5191 11621 11623
21420	133 1790 2316 2318 3645 10516 10918 6867 6868 266 2057
21421	2440 3032 4379 6070 798 6433 2284 6265 8288 4139 3207 11097 8394 3141 7286 10861 2366 6752 8589 2914 4867 2847 5274 7141 9786 3191 7527 9865
21422	7350 11389 10229 10863 10480
21423	6797 2243 4520 4525 5193 4734
21424	6191 4036 5132 6426 6720 6726 7837
21425	5916 7769 7770 7771 10238
21426	39 446 1161 1413 7846 2033
21427	1172 4846 1698 638 1202 3588 8166
21428	1449 1261 3817 4024 4270 4039 4677 4651 5347 10537 1491 613 11852 11925 11534 11568 11819
21429	10435 4636 8417 9514 7820 9118 10631 2656 8614 10131 11491 4000 6537 9206
21430	2505 5413 12000 9430 11081
21431	1226 768 10398 10709 10982 6588 1448
21432	8935 6248 6251 7407 9354
21433	356 2840 3913 6191 8217 9548 504 1077 1158 2243 2850
21434	5524 5097 6081 7129 8635
21435	854 2770 5730 10406 10835 1487 4998 7224
21436	2309 1261 4039 6432 10809 10479 11373 11713
21437	8478 734 2439 5986 8477
21438	7468 7581 5380 9401 6437 6276 7740 1678 4538 5339 7702
21439	6771 7609 8019 8848 10084
21440	5465 2662 3884 7532 899 7084
21441	1573 8531 5065 5067 9458 9588 1256 11594
21442	8517 8598 8634 8635 8706 4036 7129
21443	8508 7074 5931 2803 10056 11603 3236 4963 2174
21444	3995 4733 5192 3993 4117 4520 4525 5195 5527 5714 6058 6571 7334 7755 7756 8125 8189 10055 5132 7423 8242
21445	5476 6176 7666 10214 420
21446	6464 6486 7609 7612 7635
21447	6107 7330 8674 9519 9595 2318 1077
21448	2280 2022 3856 2133 701
21449	11205 902 7515 11324 11702
21450	4036 7860 9544 1793 3149 4694 7970 2445
21451	4015 112 2316 9400 9962
21452	11096 6915 7648 7650 9508
21453	232 5323 707 2185 4932 7171 8868 4036 5541 7225 10491 2523 6726
21454	530 5218 10446 1635 2769
21455	6248 7218 6710 6242 7408 8401 11515
21456	7129 10110 4903 5591 8227 8650 8714 9846 10928
21457	1789 5036 5380 10336 5962 7645
21458	2701 5341 7508 9171 9510 8562
21459	1879 10155 10503 10741 11348 10599 8123 9831 11290 10643 10131 10516 10596 9633 9842 8506 9845 7484 11320 11415
21460	5819 6547 7553 3888 11178 11663 11746 7025 2739
21461	7214 9711 3976 4736 9204 11569
21462	2347 4318 6177 5763 10406 2359 7486
21463	180 6439 1369 63 71 2083 1897 7393 10959 744 4326 3165
21464	3438 4208 10333 10599 10066
21465	6482 6474 6462 7633 6461 7615 7611 7609 6473 7037 10075
21466	6401 609 606 3902 7651 8477
21467	7447 7354 6031 281 3383
21468	6773 7448 7129 4663 4916 5993 6086 7423 1823 497 11093 2095 6564 8316 11022 2921
21469	4572 8568 9114 9810 10719 11895
21470	6618 8693 7993 2694 2870 7197
21471	3604 414 10876 7706 5594 9333 11476 4608 2283 7815
21472	66 148 1244 176 2721 6726 4716
21473	10013 4910 5364 9454 4663 5321 10064 10768 2675 9544 10001
21474	2760 2806 3249 3272 5869 6720 8851 8924
21475	7723 5632 4464 8600 5184 6880 2609 3487 4088
21476	6062 8135 10162 7976 11155 10151 4704 7200
21477	9728 222 403 2243 3419 8957 11124 215 717 4891 5758
21478	2713 9588 9581 8726 11352
21479	7160 5480 7396 3913 246 4003 7821
21480	2900 9970 188 9047 70 3143
21481	8123 9847 10631 10656 8630
21482	6045 6378 6029 267 3731 7178 2185 8510 11037 6910 11556
21483	5474 5966 6259 9594 9592 9591 4566 10558 10561 10199 10559 10560 10700 10441 11651 11897 11901
21484	2914 11651 11534 12041 11592 11674 11653 11655
21485	5387 9275 9276 3974 6986
21486	5929 10049 10203 10365 3312 9881
21487	9466 9457 9883 10317 10319 10570 10809 8386
21488	3312 3586 5071 2780 11258 776 5133 391 1093 1598 77 1173 1699 5039 3664 40 190 356 2043 2376 3582 5534 6510 135 1809 7307
21489	1497 2038 5640 5323 4250
21490	39 2148 3512 3662 2027 3434 3616 7363 9131 10317 10318 10319 3002 5747 1995
21491	1272 4681 8796 8798 3022
21492	5173 8972 3351 4318 9460 10901
21493	9813 10587 7214 8635 6043
21494	3979 10001 11107 5576 10996 7860 8242 4972 6109 4184
21495	1830 2538 5246 9087 10383
21496	7516 2353 4101 7807 10407
21497	8554 7208 916 11810 11713 11899
21498	1600 2203 663 347 10219
21499	3389 6708 405 6988 9731
21500	6578 9705 1385 4567 10094 7735 8396
21501	8935 3275 5665 9016 10350 7531
21502	4762 5691 7363 3746 4017 8989 3923 9233 4328
21503	5767 5819 5894 5986 7601 3679 1853 9591 8031 11708
21504	4734 7651 5132 5974 8596 8776
21505	10505 4484 10690 6388 10710 10375
21506	7667 9724 7681 8386 10691 11518 11877 11878
21507	3221 2363 2988 458 991
21508	9120 2256 4398 9139 4972 7848 9506 4996 5516
21509	5 7154 3497 2328 3539 6546 920 4366 6588 8661
21510	1908 6622 9420 10593 3332
21511	8064 2106 7038 1697 1489 3102 7114
21512	7976 5401 5811 8815 8818
21513	3011 1389 1562 4570 7450
21514	904 266 1576 203 4888 6257 6263 7690 2218
21515	4321 5431 6049 6952 9134 4498 7752 8582
21516	4258 4583 8645 5067 11069
21517	3553 7271 5087 7485 7846 10076 14 197 7346 8308
21518	8227 8614 9034 10575 8279 10064
21519	9927 4820 6811 7890 11155
21520	2174 2662 3018 3940 6409 8910 8911 9261 9779 10241
21521	6113 10388 10896 11896 11900
21522	4543 8239 4086 4126 4174 8288 9083 9561 10180 4023 6268 7212 8883 9131 9416 11060 8242 8568 4674 4747
21523	7514 9210 3485 11129 441
21524	1388 6911 2939 7431 149 10392
21525	890 917 2108 2990 4520 9112 9595
21526	1677 1578 330 2647 3231 6410
21527	11438 9655 4404 10361 2235 7355 8180 1580 746 6899
21528	7347 267 94 3661 10792 4184 4401 3209
21529	6198 6605 6874 7773 8095 9126 9195 4092 2202 4198
21530	1250 2031 3348 2274 9530
21531	8982 9368 5712 10969 7820
21532	898 6732 8634 9118 8124
21533	123 5925 1532 3203 1927 5140
21534	6623 7214 1911 751 8968
21535	8850 8968 9342 9580 9848 10631 11415
21536	11006 10861 9209 10238 9509
21537	3551 8643 10290 10815 3798 10373 4015 11796 11898
21538	6434 7895 8135 9196 10631
21539	4174 3125 7958 7835 11531
21540	126 4184 7846 10392 8180 8181
21541	7860 8279 9109 9621 10099
21542	189 1796 1977 3397 3481 3916 5864
21543	7927 736 11887 8479 8480
21544	7129 10575 906 4732 8589
21545	7285 186 6127 2973 7522 262 2882 455
21546	884 6821 894 8317 8630
21547	2280 6807 6875 7408 7990
21548	2148 3434 4036 5002 7121 6050 7791
21549	5072 547 2894 7732 9871 3716
21550	6112 4662 5433 7295 7541 8037 9586 3920 4566 8560 8561 8675 10567 10572 10706 916 5090 10669 10693 10199 10505 10692 10701 11882 11760 1864 11857 11878 11901 11709 11879 11902 11711 11875 11876
21551	584 1395 2487 4640 4750 4824 4829 6137 7006
21552	3905 437 5661 1498 4992 3870 9803
21553	330 9526 4815 8732 10652
21554	6699 6941 7004 4680 381 11306 1937 4593 10381 3484
21555	1506 5786 6072 6418 6851
21556	110 407 6411 4357 10578 9317
21557	7570 8666 8471 4972 5522 6434 9266
21558	11171 5094 11255 2647 5557 3173 3176
21559	2948 4930 5854 3940 8596 10608
21560	407 2243 441 2986 1200 2716 3410 5279 240 5559 6726 3207 149 4889 5055 1259 2744 4809 7747 2156 6314 1161 3680
21561	10451 1674 10827 6434 7121 6606 9182
21562	8437 6676 7439 8138 9361 5600 356
21563	2373 2893 3471 1927 6967 3746 7369 3400 9865
21564	8213 5272 10167 3203 4159 6873
21565	7539 1007 2290 7074 2027 2744 6921 7418
21566	9730 155 11321 330 4484 6861 6863
21567	1075 1422 1476 6284 1014 4587 3 9949 11890
21568	4047 3156 1402 6670 603 6536 9884 687 1259 10528 5782 10812 1491 207 9082 3855 10245 6007 11786 11652 11911 11678 11535 11458 10356 11457
21569	1018 1075 2838 3536 8603 8826
21570	1669 2300 5126 5527 3733 4036 457 6607 39 1680 6660 4587 4093 249 3913 6439 6849 3983 1727 2683 5148 1118 1225 5174 5411 148 6436 1281 4525 6996 2243 702 8493 8497 2604 3578 7202 7649 386 2002 4691 5271 7285
21571	39 4992 8118 1869 7350
21572	534 6441 9534 3792 3646 11205 7698 10087
21573	5132 10162 10631 3357 11268 7365 10392
21574	574 4907 5036 5537 7650 8597 9397 11037
21575	5221 10106 4184 6071 7692
21576	8264 8962 10487 10488 10603
21577	2204 10476 3309 5236 2647
21578	6462 6614 6140 6138 7418 148 445 5554 6449 6457 6458 6469 6483 6770 6771 7316 2996
21579	7735 7352 2366 4506 5050 5492
21580	5142 5597 6618 7108 4582 1934 7704 975 4727 894 5307
21581	1609 4000 4038 4905 4915 6598 7655 9286 164 3913
21582	518 5260 2968 171 5959 2548 7752
21583	82 186 4124 6308 7648 8488 8612
21584	5075 6306 6499 7725 4184 10081
21585	1226 6020 1652 9159 9782
21586	1538 11187 4429 8473 8477 8479 8815 11088
21587	2640 11980 11812 11888 11927 11935 12042 12043 11987 12013 11421 11603 11889 12028 12034 12088 12080 11601 11742 11999 11259 11995 12009 12063 12074 12099 12069
21588	1545 3105 7325 1677 7074
21589	6 4955 4875 8043 6654
21590	5097 5363 8135 8791 10130 10854 10925
21591	1093 6309 3693 158 1381
21592	2921 128 4384 7883 3749
21593	2214 8554 10388 10690 4665 11849
21594	8198 453 1234 2971 3303 3426 7431
21595	1083 3220 2406 3320 3417
21596	11487 6903 9839 10076 10550 11740
21597	1403 3731 7408 3872 5664 7752 10441
21598	3426 7820 4480 4572 4887 511 1646 3310 6532
21599	721 2467 6096 7308 8324 10110 10515 1823 3255 4757 3617 10620
21600	9946 7531 8500 6840 9907 3362
21601	6112 9458 9587 9251 9349 9252 10689 10896 10895 8977 11698 11805 11567
21602	1455 5415 2000 3421 843 7724 2622 3338 3691 5142 5148 1179 1365 3786 3913 6405 4722 1474 4216 7134 4961 97 6644 7239 6937 2287 5562 6094 2182 3973 5504 3829 63 4346 7995 2027 2377 4992 10869 3173
21603	8816 5522 8776 9330 5634
21604	806 2835 4144 7169 7723 9317
21605	7187 7997 6931 10973 10874 1481 10945
21606	201 1182 5891 3978 6154
21607	3591 5061 184 3960 9386
21608	232 1248 2466 6128 5177 6072 7436 5319 3774 3776 3779 8336
21609	4333 6049 5655 7741 9148
21610	5288 5928 5786 5787 5789 5790 5522 7381 6496 8697 8815 10825 1734 3002
21611	4216 9122 5595 1281 11886
21612	3212 5551 6471 6477 10055
21613	52 62 2683 6840 10453
21614	4131 5112 184 6815 7866 737 6680 524
21615	84 5521 6800 6801 9055
21616	4036 4937 5243 5842 6401 7223 7285 9183
21617	3908 8823 9368 10131 10162
21618	39 4829 6371 6432 6434
21619	9593 2615 916 10710 2616 5292 10758 10373 5090 10897 10894 10375 8975 11762 11899 11878 11804
21620	8699 8743 10121 10122 10205 10246 10337 10338 10349 10444 10496 10507
21621	509 7345 7609 7990 8736 8858 9365 10541
21622	3338 9781 5409 9475 6 9254
21623	6806 212 2004 6283 6952 7417
21624	378 853 2921 3312 3899 4598 6258 3221 2774 8536 8719 4703 6677 7852 7305 7355 5065 1327 9444 9964 6642 5925
21625	657 661 7464 7904 7696 8708
21626	7709 9230 1504 1173 3302 4682 5658
21627	687 3173 6097 3393 55 116
21628	7899 8123 8650 9766 10147
21629	2422 2847 2921 3012 7429
21630	247 8957 10247 10459 10855 10876 11128 5692
21631	1172 1804 4645 6596 7876 10961
21632	239 7735 587 4411 7459 9218
21633	899 8363 305 11267 10056
21634	10496 11199 1651 3619 5377 8029 8957 10353
21635	714 1571 8151 3100 1283 2250 3312 2647
21636	4036 7129 8517 8598 8634 8635 8706 8743
21637	11442 11660 10273 11524 11536 12060
21638	5059 691 2423 8508 1627 1822 1212
21639	1530 2148 5251 5676 6971 10000
21640	9203 10159 434 3111 7820 8114 36
21641	28 2373 8615 4948 7976 840 6268 8582 10829
21642	4464 4734 4937 5824 5132 5773 6783 4525
21643	4619 4770 4785 5427 5444 6840 5702 3091 3092 8192
21644	6432 2616 4438 4566 10700 10564
21645	1488 9368 10105 677 8849 8850
21646	2455 6328 6905 638 10861 3418
21647	93 4016 9193 2069 4088 5521 6049 6434 6977 5087 5429 6095 9822 2621 4086 8242 9080 10827 10860 413 5193 11594
21648	2720 3310 5173 6058 7860 8113 8972 10127
21649	3865 7811 39 94 1830
21650	542 2002 4504 4683 6027 9238 10127 10941
21651	7795 4931 6190 10487 10620 11189 2160 2445 7037
21652	5088 8586 8700 2002 2935 9120 4642 5950 6936 721 3034 11748
21653	382 574 1056 2701 3466 4226 4963 5825 4184
21654	9585 1073 9882 10319 2618 10775 10983 10758 11057 11183 9977
21655	5174 9717 8887 10880 9744
21656	6183 6113 7224 9586 10756 5780 7025 11902 11763
21657	4045 4047 4048 920 2298 4350
21658	2769 3176 1016 5405 10392
21659	9196 5248 9480 2512 7682
21660	4646 4778 5325 7266 7652 7949 8350
21661	1828 2455 1829 4190 5501 6453
21662	260 2244 19 8093 453 4867 1914
21663	641 3657 1261 2329 3191 4150 4652 4724 5293 5510 6433 5907 7674 3815 3170 3172 10401 8214 8235 2661 11651 11986
21664	5206 180 1901 2280 3859 3916 4344 8298
21665	7101 140 869 7661 9107
21666	2341 2419 4051 4270 4677 4678 6115 8004 11351 11498 11767 11824 11896
21667	4520 5521 6623 6839 11372 8249 8248
21668	533 8195 11358 9748 11449 11070 9778
21669	9500 3388 8216 4995 6960 622 1914 1561 6971 9158 11221 7686 2713 5904
21670	6244 1520 533 758 7449 1524 2153 4511 5655 2940 8043
21671	1783 180 54 2769 6324 1306 4436
21672	5582 1552 7091 5 361 3991 4666 7036 9223 5934 6692 6810 10322 6168 6612 3168
21673	871 1489 7266 9729 5028 6927 4907 9094 9121 9205
21674	497 4930 7862 7899 498
21675	2217 3129 1330 4903 10269 1108 2986
21676	2120 9340 3906 6236 9118 9299
21677	2419 4907 6830 2200 4745 1414 2428 10382 9684 11696 11717 11559
21678	3586 1161 9401 10790 7143 6703 11533
21679	472 4956 8129 1906 6161 1648 6988 4084 5047 3554 1778 4036 11482 855 2676 3891
21680	8045 8226 266 7531 2264 5193 5617 8822 9578 9701 10216 10491 10585
21681	7071 4152 3193 4401 10381
21682	127 7978 363 8202 506
21683	6277 6801 5632 5962 8478 8477
21684	8042 8123 8650 8850 10118 10608
21685	1072 2549 1349 2310 3588 5923
21686	8650 9989 10925 10928 7531 5570
21687	7849 10289 2602 4505 5947 10100 10288 2780 3111 6143
21688	267 9579 3316 10678 10058 8774
21689	3981 2647 2500 9238 9328
21690	2027 2049 9529 2877 4410 5522 9561
21691	9379 11514 11728 11710 11535 2483
21692	4652 9584 9591 10401 10693 10570 10843 4484 10731
21693	404 3678 43 1548 1934 2756 3037 3868 5187 7846
21694	872 2363 2921 3779 667 9938 4472 7779 8758
21695	8348 8650 9368 9830 10631 10162 10099
21696	7120 7121 8776 11804 11806 7074
21697	29 2203 3923 4179 6043
21698	1314 7452 7788 7848 11067 1817 3963 2997 6125 3414
21699	4540 4459 5010 6425 7143 699 11306 4661 9177
21700	5845 5033 8065 3090 3868 2554 11130 4627 8325 305 1735
21701	2445 5234 751 2449 6069 7675 11107 5282 9564
21702	1691 2349 11164 11729 2359 9580 10631 11476 11842 7687 11456
21703	3657 4024 1261 4270 4147 4675 5510 8970 8554 9467 9884 10199 10282 10537
21704	2026 6277 4788 2820 4335
21705	5045 8082 6049 9479 4318 9206 2243 8268 10161 11164 1822 8729 10564 10766 10979 817 6451 7131 8803 11490 3597 8391 8582 10550 3259 9386 10357 10353 11162 10965 11723 8248 2986 9942 10971 11693 10154 10558 8799 9028 10888 10890 7840
21706	6087 7773 9099 9329 9623 10055
21707	905 3780 5191 2504 4031 4066 876 8968 3514
21708	5017 4010 6207 8607 3571 6337 7401 8557 318 8475
21709	501 239 1687 3251 3911 360 6053 7542 6258 8274 714 1677 5320 1486 2558 11967
21710	1014 5771 1300 1612 2846 3826 6952 7131 8242 10268
